,model,animal,accuracy
1835,top_model_weights_no_3d,dog,0.85
1836,top_model_weights_no_3d,dog,0.86
1837,top_model_weights_no_3d,dog,0.85
1838,top_model_weights_no_3d,dog,0.88
1839,top_model_weights_no_3d,dog,0.87
1840,top_model_weights_no_3d,dog,0.895
1841,top_model_weights_no_3d,dog,0.92
1842,top_model_weights_no_3d,dog,0.88
1843,top_model_weights_no_3d,dog,0.86
1844,top_model_weights_no_3d,dog,0.92
1845,top_model_weights_no_3d,dog,0.875
1846,top_model_weights_no_3d,dog,0.86
1847,top_model_weights_no_3d,dog,0.905
1848,top_model_weights_no_3d,dog,0.86
1849,top_model_weights_no_3d,dog,0.865
1850,top_model_weights_no_3d,dog,0.855
1851,top_model_weights_no_3d,dog,0.89
1852,top_model_weights_no_3d,dog,0.89
1853,top_model_weights_no_3d,dog,0.865
1854,top_model_weights_no_3d,dog,0.855
1855,top_model_weights_no_3d,dog,0.895
1856,top_model_weights_no_3d,dog,0.88
1857,top_model_weights_no_3d,dog,0.8
1858,top_model_weights_no_3d,dog,0.845
1859,top_model_weights_no_3d,dog,0.87
1860,top_model_weights_no_3d,dog,0.885
1861,top_model_weights_no_3d,dog,0.93
1862,top_model_weights_no_3d,dog,0.845
1863,top_model_weights_no_3d,dog,0.89
1864,top_model_weights_no_3d,dog,0.915
1865,top_model_weights_no_3d,dog,0.92
1866,top_model_weights_no_3d,dog,0.855
1867,top_model_weights_no_3d,dog,0.89
1868,top_model_weights_no_3d,dog,0.875
1869,top_model_weights_no_3d,dog,0.865
1870,top_model_weights_no_3d,dog,0.85
1871,top_model_weights_no_3d,dog,0.82
1872,top_model_weights_no_3d,dog,0.865
1873,top_model_weights_no_3d,dog,0.86
1874,top_model_weights_no_3d,dog,0.855
1875,top_model_weights_no_3d,dog,0.86
1876,top_model_weights_no_3d,dog,0.89
1877,top_model_weights_no_3d,dog,0.915
1878,top_model_weights_no_3d,dog,0.915
1879,top_model_weights_no_3d,dog,0.875
1880,top_model_weights_no_3d,dog,0.9
1881,top_model_weights_no_3d,dog,0.865
1882,top_model_weights_no_3d,dog,0.865
1883,top_model_weights_no_3d,dog,0.835
1884,top_model_weights_no_3d,dog,0.865
1885,top_model_weights_no_3d,dog,0.87
1886,top_model_weights_no_3d,dog,0.855
1887,top_model_weights_no_3d,dog,0.865
1888,top_model_weights_no_3d,dog,0.88
1889,top_model_weights_no_3d,dog,0.84
1890,top_model_weights_no_3d,dog,0.885
1891,top_model_weights_no_3d,dog,0.865
1892,top_model_weights_no_3d,dog,0.86
1893,top_model_weights_no_3d,dog,0.855
1894,top_model_weights_no_3d,dog,0.875
1895,top_model_weights_no_3d,dog,0.845
1896,top_model_weights_no_3d,dog,0.895
1897,top_model_weights_no_3d,dog,0.87
1898,top_model_weights_no_3d,dog,0.86
1899,top_model_weights_no_3d,dog,0.86
1900,top_model_weights_no_3d,dog,0.855
1901,top_model_weights_no_3d,dog,0.875
1902,top_model_weights_no_3d,dog,0.855
1903,top_model_weights_no_3d,dog,0.88
1904,top_model_weights_no_3d,dog,0.855
1905,top_model_weights_no_3d,dog,0.9
1906,top_model_weights_no_3d,dog,0.845
1907,top_model_weights_no_3d,dog,0.9
1908,top_model_weights_no_3d,dog,0.89
1909,top_model_weights_no_3d,dog,0.87
1910,top_model_weights_no_3d,dog,0.835
1911,top_model_weights_no_3d,dog,0.895
1912,top_model_weights_no_3d,dog,0.86
1913,top_model_weights_no_3d,dog,0.835
1914,top_model_weights_no_3d,dog,0.875
1915,top_model_weights_no_3d,dog,0.895
1916,top_model_weights_no_3d,dog,0.905
1917,top_model_weights_no_3d,dog,0.86
1918,top_model_weights_no_3d,dog,0.855
1919,top_model_weights_no_3d,dog,0.87
1920,top_model_weights_no_3d,dog,0.855
1921,top_model_weights_no_3d,dog,0.87
1922,top_model_weights_no_3d,dog,0.83
1923,top_model_weights_no_3d,dog,0.83
1924,top_model_weights_no_3d,dog,0.88
1925,top_model_weights_no_3d,dog,0.88
1926,top_model_weights_no_3d,dog,0.88
1927,top_model_weights_no_3d,dog,0.87
1928,top_model_weights_no_3d,dog,0.885
1929,top_model_weights_no_3d,dog,0.89
1930,top_model_weights_no_3d,dog,0.87
1931,top_model_weights_no_3d,dog,0.89
1932,top_model_weights_no_3d,dog,0.85
1933,top_model_weights_no_3d,dog,0.905
1934,top_model_weights_no_3d,dog,0.89
1935,top_model_weights_no_3d,dog,0.83
1936,top_model_weights_no_3d,dog,0.84
1937,top_model_weights_no_3d,dog,0.87
1938,top_model_weights_no_3d,dog,0.9
1939,top_model_weights_no_3d,dog,0.855
1940,top_model_weights_no_3d,dog,0.815
1941,top_model_weights_no_3d,dog,0.885
1942,top_model_weights_no_3d,dog,0.885
1943,top_model_weights_no_3d,dog,0.87
1944,top_model_weights_no_3d,dog,0.87
1945,top_model_weights_no_3d,dog,0.85
1946,top_model_weights_no_3d,dog,0.85
1947,top_model_weights_no_3d,dog,0.89
1948,top_model_weights_no_3d,dog,0.875
1949,top_model_weights_no_3d,dog,0.865
1950,top_model_weights_no_3d,dog,0.865
1951,top_model_weights_no_3d,dog,0.845
1952,top_model_weights_no_3d,dog,0.86
1953,top_model_weights_no_3d,dog,0.83
1954,top_model_weights_no_3d,dog,0.895
1955,top_model_weights_no_3d,dog,0.835
1956,top_model_weights_no_3d,dog,0.855
1957,top_model_weights_no_3d,dog,0.915
1958,top_model_weights_no_3d,dog,0.865
1959,top_model_weights_no_3d,dog,0.86
1960,top_model_weights_no_3d,dog,0.9
1961,top_model_weights_no_3d,dog,0.835
1962,top_model_weights_no_3d,dog,0.845
1963,top_model_weights_no_3d,dog,0.865
1964,top_model_weights_no_3d,dog,0.875
1965,top_model_weights_no_3d,dog,0.9
1966,top_model_weights_no_3d,dog,0.855
1967,top_model_weights_no_3d,dog,0.895
1968,top_model_weights_no_3d,dog,0.89
1969,top_model_weights_no_3d,dog,0.885
1970,top_model_weights_no_3d,dog,0.885
1971,top_model_weights_no_3d,dog,0.905
1972,top_model_weights_no_3d,dog,0.845
1973,top_model_weights_no_3d,dog,0.855
1974,top_model_weights_no_3d,dog,0.85
1975,top_model_weights_no_3d,dog,0.92
1976,top_model_weights_no_3d,dog,0.865
1977,top_model_weights_no_3d,dog,0.87
1978,top_model_weights_no_3d,dog,0.88
1979,top_model_weights_no_3d,dog,0.85
1980,top_model_weights_no_3d,dog,0.87
1981,top_model_weights_no_3d,dog,0.845
1982,top_model_weights_no_3d,dog,0.845
1983,top_model_weights_no_3d,dog,0.85
1984,top_model_weights_no_3d,dog,0.82
1985,top_model_weights_no_3d,dog,0.88
1986,top_model_weights_no_3d,dog,0.86
1987,top_model_weights_no_3d,dog,0.865
1988,top_model_weights_no_3d,dog,0.865
1989,top_model_weights_no_3d,dog,0.905
1990,top_model_weights_no_3d,dog,0.875
1991,top_model_weights_no_3d,dog,0.89
1992,top_model_weights_no_3d,dog,0.91
1993,top_model_weights_no_3d,dog,0.885
1994,top_model_weights_no_3d,dog,0.895
1995,top_model_weights_no_3d,dog,0.865
1996,top_model_weights_no_3d,dog,0.9
1997,top_model_weights_no_3d,dog,0.865
1998,top_model_weights_no_3d,dog,0.815
1999,top_model_weights_no_3d,dog,0.87
2000,top_model_weights_with_3d,dog,0.81
2001,top_model_weights_with_3d,dog,0.84
2002,top_model_weights_with_3d,dog,0.845
2003,top_model_weights_with_3d,dog,0.83
2004,top_model_weights_with_3d,dog,0.85
2005,top_model_weights_with_3d,dog,0.78
2006,top_model_weights_with_3d,dog,0.8
2007,top_model_weights_with_3d,dog,0.825
2008,top_model_weights_with_3d,dog,0.82
2009,top_model_weights_with_3d,dog,0.825
2010,top_model_weights_with_3d,dog,0.755
2011,top_model_weights_with_3d,dog,0.78
2012,top_model_weights_with_3d,dog,0.805
2013,top_model_weights_with_3d,dog,0.845
2014,top_model_weights_with_3d,dog,0.875
2015,top_model_weights_with_3d,dog,0.785
2016,top_model_weights_with_3d,dog,0.81
2017,top_model_weights_with_3d,dog,0.81
2018,top_model_weights_with_3d,dog,0.84
2019,top_model_weights_with_3d,dog,0.815
2020,top_model_weights_with_3d,dog,0.75
2021,top_model_weights_with_3d,dog,0.805
2022,top_model_weights_with_3d,dog,0.81
2023,top_model_weights_with_3d,dog,0.79
2024,top_model_weights_with_3d,dog,0.79
2025,top_model_weights_with_3d,dog,0.79
2026,top_model_weights_with_3d,dog,0.84
2027,top_model_weights_with_3d,dog,0.835
2028,top_model_weights_with_3d,dog,0.845
2029,top_model_weights_with_3d,dog,0.815
2030,top_model_weights_with_3d,dog,0.785
2031,top_model_weights_with_3d,dog,0.785
2032,top_model_weights_with_3d,dog,0.865
2033,top_model_weights_with_3d,dog,0.855
2034,top_model_weights_with_3d,dog,0.82
2035,top_model_weights_with_3d,dog,0.81
2036,top_model_weights_with_3d,dog,0.83
2037,top_model_weights_with_3d,dog,0.755
2038,top_model_weights_with_3d,dog,0.84
2039,top_model_weights_with_3d,dog,0.82
2040,top_model_weights_with_3d,dog,0.825
2041,top_model_weights_with_3d,dog,0.815
2042,top_model_weights_with_3d,dog,0.865
2043,top_model_weights_with_3d,dog,0.83
2044,top_model_weights_with_3d,dog,0.81
2045,top_model_weights_with_3d,dog,0.88
2046,top_model_weights_with_3d,dog,0.795
2047,top_model_weights_with_3d,dog,0.86
2048,top_model_weights_with_3d,dog,0.86
2049,top_model_weights_with_3d,dog,0.815
2050,top_model_weights_with_3d,dog,0.855
2051,top_model_weights_with_3d,dog,0.785
2052,top_model_weights_with_3d,dog,0.78
2053,top_model_weights_with_3d,dog,0.84
2054,top_model_weights_with_3d,dog,0.84
2055,top_model_weights_with_3d,dog,0.785
2056,top_model_weights_with_3d,dog,0.795
2057,top_model_weights_with_3d,dog,0.84
2058,top_model_weights_with_3d,dog,0.83
2059,top_model_weights_with_3d,dog,0.855
2060,top_model_weights_with_3d,dog,0.805
2061,top_model_weights_with_3d,dog,0.835
2062,top_model_weights_with_3d,dog,0.81
2063,top_model_weights_with_3d,dog,0.8
2064,top_model_weights_with_3d,dog,0.84
2065,top_model_weights_with_3d,dog,0.845
2066,top_model_weights_with_3d,dog,0.805
2067,top_model_weights_with_3d,dog,0.825
2068,top_model_weights_with_3d,dog,0.86
2069,top_model_weights_with_3d,dog,0.77
2070,top_model_weights_with_3d,dog,0.805
2071,top_model_weights_with_3d,dog,0.86
2072,top_model_weights_with_3d,dog,0.815
2073,top_model_weights_with_3d,dog,0.79
2074,top_model_weights_with_3d,dog,0.835
2075,top_model_weights_with_3d,dog,0.835
2076,top_model_weights_with_3d,dog,0.835
2077,top_model_weights_with_3d,dog,0.815
2078,top_model_weights_with_3d,dog,0.875
2079,top_model_weights_with_3d,dog,0.825
2080,top_model_weights_with_3d,dog,0.785
2081,top_model_weights_with_3d,dog,0.885
2082,top_model_weights_with_3d,dog,0.805
2083,top_model_weights_with_3d,dog,0.815
2084,top_model_weights_with_3d,dog,0.785
2085,top_model_weights_with_3d,dog,0.8
2086,top_model_weights_with_3d,dog,0.825
2087,top_model_weights_with_3d,dog,0.805
2088,top_model_weights_with_3d,dog,0.815
2089,top_model_weights_with_3d,dog,0.83
2090,top_model_weights_with_3d,dog,0.84
2091,top_model_weights_with_3d,dog,0.805
2092,top_model_weights_with_3d,dog,0.86
2093,top_model_weights_with_3d,dog,0.84
2094,top_model_weights_with_3d,dog,0.815
2095,top_model_weights_with_3d,dog,0.85
2096,top_model_weights_with_3d,dog,0.83
2097,top_model_weights_with_3d,dog,0.84
2098,top_model_weights_with_3d,dog,0.8
2099,top_model_weights_with_3d,dog,0.82
2100,top_model_weights_with_3d,dog,0.765
2101,top_model_weights_with_3d,dog,0.81
2102,top_model_weights_with_3d,dog,0.83
2103,top_model_weights_with_3d,dog,0.81
2104,top_model_weights_with_3d,dog,0.825
2105,top_model_weights_with_3d,dog,0.79
2106,top_model_weights_with_3d,dog,0.83
2107,top_model_weights_with_3d,dog,0.8
2108,top_model_weights_with_3d,dog,0.83
2109,top_model_weights_with_3d,dog,0.825
2110,top_model_weights_with_3d,dog,0.815
2111,top_model_weights_with_3d,dog,0.825
2112,top_model_weights_with_3d,dog,0.79
2113,top_model_weights_with_3d,dog,0.79
2114,top_model_weights_with_3d,dog,0.84
2115,top_model_weights_with_3d,dog,0.77
2116,top_model_weights_with_3d,dog,0.785
2117,top_model_weights_with_3d,dog,0.825
2118,top_model_weights_with_3d,dog,0.82
2119,top_model_weights_with_3d,dog,0.85
2120,top_model_weights_with_3d,dog,0.825
2121,top_model_weights_with_3d,dog,0.79
2122,top_model_weights_with_3d,dog,0.83
2123,top_model_weights_with_3d,dog,0.84
2124,top_model_weights_with_3d,dog,0.83
2125,top_model_weights_with_3d,dog,0.78
2126,top_model_weights_with_3d,dog,0.8
2127,top_model_weights_with_3d,dog,0.82
2128,top_model_weights_with_3d,dog,0.83
2129,top_model_weights_with_3d,dog,0.805
2130,top_model_weights_with_3d,dog,0.815
2131,top_model_weights_with_3d,dog,0.82
2132,top_model_weights_with_3d,dog,0.795
2133,top_model_weights_with_3d,dog,0.815
2134,top_model_weights_with_3d,dog,0.835
2135,top_model_weights_with_3d,dog,0.895
2136,top_model_weights_with_3d,dog,0.825
2137,top_model_weights_with_3d,dog,0.86
2138,top_model_weights_with_3d,dog,0.805
2139,top_model_weights_with_3d,dog,0.81
2140,top_model_weights_with_3d,dog,0.82
2141,top_model_weights_with_3d,dog,0.72
2142,top_model_weights_with_3d,dog,0.805
2143,top_model_weights_with_3d,dog,0.795
2144,top_model_weights_with_3d,dog,0.835
2145,top_model_weights_with_3d,dog,0.78
2146,top_model_weights_with_3d,dog,0.815
2147,top_model_weights_with_3d,dog,0.8
2148,top_model_weights_with_3d,dog,0.815
2149,top_model_weights_with_3d,dog,0.785
2150,top_model_weights_with_3d,dog,0.815
2151,top_model_weights_with_3d,dog,0.865
2152,top_model_weights_with_3d,dog,0.875
2153,top_model_weights_with_3d,dog,0.81
2154,top_model_weights_with_3d,dog,0.81
2155,top_model_weights_with_3d,dog,0.82
2156,top_model_weights_with_3d,dog,0.83
2157,top_model_weights_with_3d,dog,0.86
2158,top_model_weights_with_3d,dog,0.785
2159,top_model_weights_with_3d,dog,0.835
2160,top_model_weights_with_3d,dog,0.845
2161,top_model_weights_with_3d,dog,0.86
2162,top_model_weights_with_3d,dog,0.84
2163,top_model_weights_with_3d,dog,0.84
2164,top_model_weights_with_3d,dog,0.855
2165,top_model_weights_with_3d,dog,0.835
2166,top_model_weights_with_3d,dog,0.81
2167,top_model_weights_with_3d,dog,0.83
2168,top_model_weights_with_3d,dog,0.75
2169,top_model_weights_with_3d,dog,0.83
2170,top_model_weights_with_3d,dog,0.855
2171,top_model_weights_with_3d,dog,0.865
2172,top_model_weights_with_3d,dog,0.855
2173,top_model_weights_with_3d,dog,0.8
2174,top_model_weights_with_3d,dog,0.825
2175,top_model_weights_with_3d,dog,0.8
2176,top_model_weights_with_3d,dog,0.83
2177,top_model_weights_with_3d,dog,0.83
2178,top_model_weights_with_3d,dog,0.83
2179,top_model_weights_with_3d,dog,0.825
2180,top_model_weights_with_3d,dog,0.87
2181,top_model_weights_with_3d,dog,0.85
2182,top_model_weights_with_3d,dog,0.795
2183,top_model_weights_with_3d,dog,0.825
2184,top_model_weights_with_3d,dog,0.81
2185,top_model_weights_with_3d,dog,0.85
2186,top_model_weights_with_3d,dog,0.81
2187,top_model_weights_with_3d,dog,0.815
2188,top_model_weights_with_3d,dog,0.84
2189,top_model_weights_with_3d,dog,0.805
2190,top_model_weights_with_3d,dog,0.815
2191,top_model_weights_with_3d,dog,0.82
2192,top_model_weights_with_3d,dog,0.815
2193,top_model_weights_with_3d,dog,0.78
2194,top_model_weights_with_3d,dog,0.82
2195,top_model_weights_with_3d,dog,0.79
2196,top_model_weights_with_3d,dog,0.875
2197,top_model_weights_with_3d,dog,0.84
2198,top_model_weights_with_3d,dog,0.825
2199,top_model_weights_with_3d,dog,0.79
2200,top_model_weights_with_3d,dog,0.795
2201,top_model_weights_with_3d,dog,0.775
2202,top_model_weights_with_3d,dog,0.855
2203,top_model_weights_with_3d,dog,0.805
2204,top_model_weights_with_3d,dog,0.85
2205,top_model_weights_with_3d,dog,0.865
2206,top_model_weights_with_3d,dog,0.845
2207,top_model_weights_with_3d,dog,0.82
2208,top_model_weights_with_3d,dog,0.79
2209,top_model_weights_with_3d,dog,0.82
2210,top_model_weights_with_3d,dog,0.8
2211,top_model_weights_with_3d,dog,0.82
2212,top_model_weights_with_3d,dog,0.76
2213,top_model_weights_with_3d,dog,0.785
2214,top_model_weights_with_3d,dog,0.84
2215,top_model_weights_with_3d,dog,0.81
2216,top_model_weights_with_3d,dog,0.785
2217,top_model_weights_with_3d,dog,0.82
2218,top_model_weights_with_3d,dog,0.885
2219,top_model_weights_with_3d,dog,0.83
2220,top_model_weights_with_3d,dog,0.79
2221,top_model_weights_with_3d,dog,0.8
2222,top_model_weights_with_3d,dog,0.835
2223,top_model_weights_with_3d,dog,0.845
2224,top_model_weights_with_3d,dog,0.785
2225,top_model_weights_with_3d,dog,0.84
2226,top_model_weights_with_3d,dog,0.82
2227,top_model_weights_with_3d,dog,0.865
2228,top_model_weights_with_3d,dog,0.815
2229,top_model_weights_with_3d,dog,0.83
2230,top_model_weights_with_3d,dog,0.815
2231,top_model_weights_with_3d,dog,0.785
2232,top_model_weights_with_3d,dog,0.815
2233,top_model_weights_with_3d,dog,0.82
2234,top_model_weights_with_3d,dog,0.84
2235,top_model_weights_with_3d,dog,0.805
2236,top_model_weights_with_3d,dog,0.82
2237,top_model_weights_with_3d,dog,0.86
2238,top_model_weights_with_3d,dog,0.75
2239,top_model_weights_with_3d,dog,0.85
2240,top_model_weights_with_3d,dog,0.84
2241,top_model_weights_with_3d,dog,0.785
2242,top_model_weights_with_3d,dog,0.83
2243,top_model_weights_with_3d,dog,0.815
2244,top_model_weights_with_3d,dog,0.82
2245,top_model_weights_with_3d,dog,0.845
2246,top_model_weights_with_3d,dog,0.825
2247,top_model_weights_with_3d,dog,0.8
2248,top_model_weights_with_3d,dog,0.845
2249,top_model_weights_with_3d,dog,0.8
2250,top_model_weights_with_3d,dog,0.805
2251,top_model_weights_with_3d,dog,0.83
2252,top_model_weights_with_3d,dog,0.78
2253,top_model_weights_with_3d,dog,0.785
2254,top_model_weights_with_3d,dog,0.87
2255,top_model_weights_with_3d,dog,0.845
2256,top_model_weights_with_3d,dog,0.81
2257,top_model_weights_with_3d,dog,0.835
2258,top_model_weights_with_3d,dog,0.84
2259,top_model_weights_with_3d,dog,0.87
2260,top_model_weights_with_3d,dog,0.865
2261,top_model_weights_with_3d,dog,0.795
2262,top_model_weights_with_3d,dog,0.84
2263,top_model_weights_with_3d,dog,0.81
2264,top_model_weights_with_3d,dog,0.8
2265,top_model_weights_with_3d,dog,0.85
2266,top_model_weights_with_3d,dog,0.805
2267,top_model_weights_with_3d,dog,0.825
2268,top_model_weights_with_3d,dog,0.815
2269,top_model_weights_with_3d,dog,0.795
2270,top_model_weights_with_3d,dog,0.785
2271,top_model_weights_with_3d,dog,0.79
2272,top_model_weights_with_3d,dog,0.84
2273,top_model_weights_with_3d,dog,0.84
2274,top_model_weights_with_3d,dog,0.82
2275,top_model_weights_with_3d,dog,0.795
2276,top_model_weights_with_3d,dog,0.845
2277,top_model_weights_with_3d,dog,0.84
2278,top_model_weights_with_3d,dog,0.84
2279,top_model_weights_with_3d,dog,0.825
2280,top_model_weights_with_3d,dog,0.83
2281,top_model_weights_with_3d,dog,0.825
2282,top_model_weights_with_3d,dog,0.805
2283,top_model_weights_with_3d,dog,0.85
2284,top_model_weights_with_3d,dog,0.805
2285,top_model_weights_with_3d,dog,0.805
2286,top_model_weights_with_3d,dog,0.84
2287,top_model_weights_with_3d,dog,0.845
2288,top_model_weights_with_3d,dog,0.795
2289,top_model_weights_with_3d,dog,0.825
2290,top_model_weights_with_3d,dog,0.8
2291,top_model_weights_with_3d,dog,0.81
2292,top_model_weights_with_3d,dog,0.84
2293,top_model_weights_with_3d,dog,0.835
2294,top_model_weights_with_3d,dog,0.81
2295,top_model_weights_with_3d,dog,0.845
2296,top_model_weights_with_3d,dog,0.78
2297,top_model_weights_with_3d,dog,0.82
2298,top_model_weights_with_3d,dog,0.83
2299,top_model_weights_with_3d,dog,0.77
2300,top_model_weights_with_3d,dog,0.865
2301,top_model_weights_with_3d,dog,0.805
2302,top_model_weights_with_3d,dog,0.845
2303,top_model_weights_with_3d,dog,0.83
2304,top_model_weights_with_3d,dog,0.825
2305,top_model_weights_with_3d,dog,0.82
2306,top_model_weights_with_3d,dog,0.835
2307,top_model_weights_with_3d,dog,0.77
2308,top_model_weights_with_3d,dog,0.805
2309,top_model_weights_with_3d,dog,0.825
2310,top_model_weights_with_3d,dog,0.785
2311,top_model_weights_with_3d,dog,0.86
2312,top_model_weights_with_3d,dog,0.855
2313,top_model_weights_with_3d,dog,0.78
2314,top_model_weights_with_3d,dog,0.8
