,model,animal,accuracy
649,top_model_weights_with_3d_2,bear,0.67
650,top_model_weights_with_3d_2,bear,0.61
651,top_model_weights_with_3d_2,bear,0.705
652,top_model_weights_with_3d_2,bear,0.675
653,top_model_weights_with_3d_2,bear,0.63
654,top_model_weights_with_3d_2,bear,0.69
655,top_model_weights_with_3d_2,bear,0.69
656,top_model_weights_with_3d_2,bear,0.615
657,top_model_weights_with_3d_2,bear,0.6
658,top_model_weights_with_3d_2,bear,0.65
659,top_model_weights_with_3d_2,bear,0.615
660,top_model_weights_with_3d_2,bear,0.63
661,top_model_weights_with_3d_2,bear,0.595
662,top_model_weights_with_3d_2,bear,0.615
663,top_model_weights_with_3d_2,bear,0.68
664,top_model_weights_with_3d_2,bear,0.635
665,top_model_weights_with_3d_2,bear,0.645
666,top_model_weights_with_3d_2,bear,0.635
667,top_model_weights_with_3d_2,bear,0.585
668,top_model_weights_with_3d_2,bear,0.67
669,top_model_weights_with_3d_2,bear,0.675
670,top_model_weights_with_3d_2,bear,0.695
671,top_model_weights_with_3d_2,bear,0.605
672,top_model_weights_with_3d_2,bear,0.64
673,top_model_weights_with_3d_2,bear,0.625
674,top_model_weights_with_3d_2,bear,0.665
675,top_model_weights_with_3d_2,bear,0.7
676,top_model_weights_with_3d_2,bear,0.6
677,top_model_weights_with_3d_2,bear,0.66
678,top_model_weights_with_3d_2,bear,0.595
679,top_model_weights_with_3d_2,bear,0.635
680,top_model_weights_with_3d_2,bear,0.635
681,top_model_weights_with_3d_2,bear,0.63
682,top_model_weights_with_3d_2,bear,0.695
683,top_model_weights_with_3d_2,bear,0.66
684,top_model_weights_with_3d_2,bear,0.575
685,top_model_weights_with_3d_2,bear,0.665
686,top_model_weights_with_3d_2,bear,0.685
687,top_model_weights_with_3d_2,bear,0.605
688,top_model_weights_with_3d_2,bear,0.66
689,top_model_weights_with_3d_2,bear,0.675
690,top_model_weights_with_3d_2,bear,0.65
691,top_model_weights_with_3d_2,bear,0.6
692,top_model_weights_with_3d_2,bear,0.645
693,top_model_weights_with_3d_2,bear,0.635
694,top_model_weights_with_3d_2,bear,0.635
695,top_model_weights_with_3d_2,bear,0.62
696,top_model_weights_with_3d_2,bear,0.68
697,top_model_weights_with_3d_2,bear,0.58
698,top_model_weights_with_3d_2,bear,0.655
699,top_model_weights_with_3d_2,bear,0.67
700,top_model_weights_with_3d_2,bear,0.625
701,top_model_weights_with_3d_2,bear,0.67
702,top_model_weights_with_3d_2,bear,0.605
703,top_model_weights_with_3d_2,bear,0.64
704,top_model_weights_with_3d_2,bear,0.64
705,top_model_weights_with_3d_2,bear,0.63
706,top_model_weights_with_3d_2,bear,0.57
707,top_model_weights_with_3d_2,bear,0.645
708,top_model_weights_with_3d_2,bear,0.665
709,top_model_weights_with_3d_2,bear,0.68
710,top_model_weights_with_3d_2,bear,0.705
711,top_model_weights_with_3d_2,bear,0.64
712,top_model_weights_with_3d_2,bear,0.645
713,top_model_weights_with_3d_2,bear,0.655
714,top_model_weights_with_3d_2,bear,0.615
715,top_model_weights_with_3d_2,bear,0.715
716,top_model_weights_with_3d_2,bear,0.675
717,top_model_weights_with_3d_2,bear,0.64
718,top_model_weights_with_3d_2,bear,0.645
719,top_model_weights_with_3d_2,bear,0.58
720,top_model_weights_with_3d_2,bear,0.64
721,top_model_weights_with_3d_2,bear,0.63
722,top_model_weights_with_3d_2,bear,0.645
723,top_model_weights_with_3d_2,bear,0.635
724,top_model_weights_with_3d_2,bear,0.665
725,top_model_weights_with_3d_2,bear,0.655
726,top_model_weights_with_3d_2,bear,0.665
727,top_model_weights_with_3d_2,bear,0.685
728,top_model_weights_with_3d_2,bear,0.595
729,top_model_weights_with_3d_2,bear,0.705
730,top_model_weights_with_3d_2,bear,0.645
731,top_model_weights_with_3d_2,bear,0.715
732,top_model_weights_with_3d_2,bear,0.685
733,top_model_weights_with_3d_2,bear,0.61
734,top_model_weights_with_3d_2,bear,0.665
735,top_model_weights_with_3d_2,bear,0.575
736,top_model_weights_with_3d_2,bear,0.64
737,top_model_weights_with_3d_2,bear,0.615
738,top_model_weights_with_3d_2,bear,0.625
739,top_model_weights_with_3d_2,bear,0.675
740,top_model_weights_with_3d_2,bear,0.705
741,top_model_weights_with_3d_2,bear,0.675
742,top_model_weights_with_3d_2,bear,0.68
743,top_model_weights_with_3d_2,bear,0.56
744,top_model_weights_with_3d_2,bear,0.615
745,top_model_weights_with_3d_2,bear,0.63
746,top_model_weights_with_3d_2,bear,0.57
747,top_model_weights_with_3d_2,bear,0.61
748,top_model_weights_with_3d_2,bear,0.59
749,top_model_weights_with_3d_2,bear,0.735
750,top_model_weights_with_3d_2,bear,0.635
751,top_model_weights_with_3d_2,bear,0.65
752,top_model_weights_with_3d_2,bear,0.63
753,top_model_weights_with_3d_2,bear,0.675
754,top_model_weights_with_3d_2,bear,0.68
755,top_model_weights_with_3d_2,bear,0.65
756,top_model_weights_with_3d_2,bear,0.625
757,top_model_weights_with_3d_2,bear,0.61
758,top_model_weights_with_3d_2,bear,0.66
759,top_model_weights_with_3d_2,bear,0.68
760,top_model_weights_with_3d_2,bear,0.59
761,top_model_weights_with_3d_2,bear,0.675
762,top_model_weights_with_3d_2,bear,0.625
763,top_model_weights_with_3d_2,bear,0.63
764,top_model_weights_with_3d_2,bear,0.6
765,top_model_weights_with_3d_2,bear,0.64
766,top_model_weights_with_3d_2,bear,0.625
767,top_model_weights_with_3d_2,bear,0.675
768,top_model_weights_with_3d_2,bear,0.62
769,top_model_weights_with_3d_2,bear,0.645
770,top_model_weights_with_3d_2,bear,0.66
771,top_model_weights_with_3d_2,bear,0.615
772,top_model_weights_with_3d_2,bear,0.635
773,top_model_weights_with_3d_2,bear,0.675
774,top_model_weights_with_3d_2,bear,0.635
775,top_model_weights_with_3d_2,bear,0.63
776,top_model_weights_with_3d_2,bear,0.69
777,top_model_weights_with_3d_2,bear,0.625
778,top_model_weights_with_3d_2,bear,0.625
779,top_model_weights_with_3d_2,bear,0.605
780,top_model_weights_with_3d_2,bear,0.645
781,top_model_weights_with_3d_2,bear,0.63
782,top_model_weights_with_3d_2,bear,0.625
783,top_model_weights_with_3d_2,bear,0.645
784,top_model_weights_with_3d_2,bear,0.61
785,top_model_weights_with_3d_2,bear,0.61
786,top_model_weights_with_3d_2,bear,0.65
787,top_model_weights_with_3d_2,bear,0.695
788,top_model_weights_with_3d_2,bear,0.65
789,top_model_weights_with_3d_2,bear,0.655
790,top_model_weights_with_3d_2,bear,0.63
791,top_model_weights_with_3d_2,bear,0.62
792,top_model_weights_with_3d_2,bear,0.645
793,top_model_weights_with_3d_2,bear,0.655
794,top_model_weights_with_3d_2,bear,0.68
795,top_model_weights_with_3d_2,bear,0.645
796,top_model_weights_with_3d_2,bear,0.685
797,top_model_weights_with_3d_2,bear,0.635
798,top_model_weights_with_3d_2,bear,0.655
799,top_model_weights_with_3d_2,bear,0.66
800,top_model_weights_with_3d_2,bear,0.615
801,top_model_weights_with_3d_2,bear,0.625
802,top_model_weights_with_3d_2,bear,0.645
803,top_model_weights_with_3d_2,bear,0.67
804,top_model_weights_with_3d_2,bear,0.67
805,top_model_weights_with_3d_2,bear,0.65
806,top_model_weights_with_3d_2,bear,0.685
807,top_model_weights_with_3d_2,bear,0.67
808,top_model_weights_with_3d_2,bear,0.645
809,top_model_weights_with_3d_2,bear,0.65
810,top_model_weights_with_3d_2,bear,0.675
811,top_model_weights_with_3d_2,bear,0.615
812,top_model_weights_with_3d_2,bear,0.675
813,top_model_weights_with_3d_2,bear,0.615
814,top_model_weights_with_3d_2,bear,0.615
815,top_model_weights_with_3d_2,bear,0.65
816,top_model_weights_with_3d_2,bear,0.735
817,top_model_weights_with_3d_2,bear,0.645
818,top_model_weights_with_3d_2,bear,0.67
819,top_model_weights_with_3d_2,bear,0.655
820,top_model_weights_with_3d_2,bear,0.7
821,top_model_weights_with_3d_2,bear,0.595
822,top_model_weights_with_3d_2,bear,0.695
823,top_model_weights_with_3d_2,bear,0.665
824,top_model_weights_with_3d_2,bear,0.62
825,top_model_weights_with_3d_2,bear,0.615
826,top_model_weights_with_3d_2,bear,0.68
827,top_model_weights_with_3d_2,bear,0.675
828,top_model_weights_with_3d_2,bear,0.73
829,top_model_weights_with_3d_2,bear,0.66
830,top_model_weights_with_3d_2,bear,0.63
831,top_model_weights_with_3d_2,bear,0.615
832,top_model_weights_with_3d_2,bear,0.655
833,top_model_weights_with_3d_2,bear,0.625
834,top_model_weights_with_3d_2,bear,0.655
835,top_model_weights_with_3d_2,bear,0.67
836,top_model_weights_with_3d_2,bear,0.675
837,top_model_weights_with_3d_2,bear,0.655
838,top_model_weights_with_3d_2,bear,0.665
839,top_model_weights_with_3d_2,bear,0.67
840,top_model_weights_with_3d_2,bear,0.645
841,top_model_weights_with_3d_2,bear,0.635
842,top_model_weights_with_3d_2,bear,0.665
843,top_model_weights_with_3d_2,bear,0.685
844,top_model_weights_with_3d_2,bear,0.63
845,top_model_weights_with_3d_2,bear,0.69
846,top_model_weights_with_3d_2,bear,0.665
847,top_model_weights_with_3d_2,bear,0.665
848,top_model_weights_with_3d_2,bear,0.625
849,top_model_weights_with_3d_2,bear,0.645
850,top_model_weights_with_3d_2,bear,0.685
851,top_model_weights_with_3d_2,bear,0.67
852,top_model_weights_with_3d_2,bear,0.62
853,top_model_weights_with_3d_2,bear,0.66
854,top_model_weights_with_3d_2,bear,0.62
855,top_model_weights_with_3d_2,bear,0.665
856,top_model_weights_with_3d_2,bear,0.635
857,top_model_weights_with_3d_2,bear,0.7
858,top_model_weights_with_3d_2,bear,0.695
859,top_model_weights_with_3d_2,bear,0.645
860,top_model_weights_with_3d_2,bear,0.64
861,top_model_weights_with_3d_2,bear,0.63
862,top_model_weights_with_3d_2,bear,0.66
863,top_model_weights_with_3d_2,bear,0.68
864,top_model_weights_with_3d_2,bear,0.6
865,top_model_weights_with_3d_2,bear,0.635
866,top_model_weights_with_3d_2,bear,0.62
867,top_model_weights_with_3d_2,bear,0.645
868,top_model_weights_with_3d_2,bear,0.605
869,top_model_weights_with_3d_2,bear,0.625
870,top_model_weights_with_3d_2,bear,0.59
871,top_model_weights_with_3d_2,bear,0.64
872,top_model_weights_with_3d_2,bear,0.64
873,top_model_weights_with_3d_2,bear,0.66
874,top_model_weights_with_3d_2,bear,0.645
875,top_model_weights_with_3d_2,bear,0.615
876,top_model_weights_with_3d_2,bear,0.69
877,top_model_weights_with_3d_2,bear,0.64
878,top_model_weights_with_3d_2,bear,0.64
879,top_model_weights_with_3d_2,bear,0.71
880,top_model_weights_with_3d_2,bear,0.64
881,top_model_weights_with_3d_2,bear,0.655
882,top_model_weights_with_3d_2,bear,0.68
883,top_model_weights_with_3d_2,bear,0.675
884,top_model_weights_with_3d_2,bear,0.68
885,top_model_weights_with_3d_2,bear,0.685
886,top_model_weights_with_3d_2,bear,0.705
887,top_model_weights_with_3d_2,bear,0.63
888,top_model_weights_with_3d_2,bear,0.655
889,top_model_weights_with_3d_2,bear,0.57
890,top_model_weights_with_3d_2,bear,0.68
891,top_model_weights_with_3d_2,bear,0.66
892,top_model_weights_with_3d_2,bear,0.645
893,top_model_weights_with_3d_2,bear,0.635
894,top_model_weights_with_3d_2,bear,0.725
895,top_model_weights_with_3d_2,bear,0.67
896,top_model_weights_with_3d_2,bear,0.685
897,top_model_weights_with_3d_2,bear,0.645
898,top_model_weights_with_3d_2,bear,0.675
899,top_model_weights_with_3d_2,bear,0.675
900,top_model_weights_with_3d_2,bear,0.675
901,top_model_weights_with_3d_2,bear,0.695
902,top_model_weights_with_3d_2,bear,0.685
903,top_model_weights_with_3d_2,bear,0.64
904,top_model_weights_with_3d_2,bear,0.635
905,top_model_weights_with_3d_2,bear,0.675
906,top_model_weights_with_3d_2,bear,0.64
907,top_model_weights_with_3d_2,bear,0.655
908,top_model_weights_with_3d_2,bear,0.7
909,top_model_weights_with_3d_2,bear,0.645
910,top_model_weights_with_3d_2,bear,0.635
911,top_model_weights_with_3d_2,bear,0.63
912,top_model_weights_with_3d_2,bear,0.605
913,top_model_weights_with_3d_2,bear,0.695
914,top_model_weights_with_3d_2,bear,0.665
915,top_model_weights_with_3d_2,bear,0.615
916,top_model_weights_with_3d_2,bear,0.64
917,top_model_weights_with_3d_2,bear,0.58
918,top_model_weights_with_3d_2,bear,0.645
919,top_model_weights_with_3d_2,bear,0.645
920,top_model_weights_with_3d_2,bear,0.61
921,top_model_weights_with_3d_2,bear,0.62
922,top_model_weights_with_3d_2,bear,0.65
923,top_model_weights_with_3d_2,bear,0.6
924,top_model_weights_with_3d_2,bear,0.66
925,top_model_weights_with_3d_2,bear,0.63
926,top_model_weights_with_3d_2,bear,0.685
927,top_model_weights_with_3d_2,bear,0.675
928,top_model_weights_with_3d_2,bear,0.67
929,top_model_weights_with_3d_2,bear,0.65
930,top_model_weights_with_3d_2,bear,0.675
931,top_model_weights_with_3d_2,bear,0.58
932,top_model_weights_with_3d_2,bear,0.605
933,top_model_weights_with_3d_2,bear,0.685
934,top_model_weights_with_3d_2,bear,0.625
935,top_model_weights_with_3d_2,bear,0.66
936,top_model_weights_with_3d_2,bear,0.635
937,top_model_weights_with_3d_2,bear,0.58
938,top_model_weights_with_3d_2,bear,0.64
939,top_model_weights_with_3d_2,bear,0.595
940,top_model_weights_with_3d_2,bear,0.605
941,top_model_weights_with_3d_2,bear,0.645
942,top_model_weights_with_3d_2,bear,0.64
943,top_model_weights_with_3d_2,bear,0.63
944,top_model_weights_with_3d_2,bear,0.62
945,top_model_weights_with_3d_2,bear,0.64
946,top_model_weights_with_3d_2,bear,0.64
947,top_model_weights_with_3d_2,bear,0.705
948,top_model_weights_with_3d_2,bear,0.6
949,top_model_weights_with_3d_2,bear,0.685
950,top_model_weights_with_3d_2,bear,0.705
951,top_model_weights_with_3d_2,bear,0.65
952,top_model_weights_with_3d_2,bear,0.65
953,top_model_weights_with_3d_2,bear,0.7
954,top_model_weights_with_3d_2,bear,0.655
955,top_model_weights_with_3d_2,bear,0.635
956,top_model_weights_with_3d_2,bear,0.665
957,top_model_weights_with_3d_2,bear,0.665
958,top_model_weights_with_3d_2,bear,0.645
959,top_model_weights_with_3d_2,bear,0.675
960,top_model_weights_with_3d_2,bear,0.565
961,top_model_weights_with_3d_2,bear,0.675
962,top_model_weights_with_3d_2,bear,0.655
963,top_model_weights_with_3d_2,bear,0.725
964,top_model_weights_with_3d_2,bear,0.645
965,top_model_weights_with_3d_2,bear,0.655
966,top_model_weights_with_3d_2,bear,0.675
967,top_model_weights_with_3d_2,bear,0.695
968,top_model_weights_with_3d_2,bear,0.735
969,top_model_weights_with_3d_2,bear,0.69
970,top_model_weights_with_3d_2,bear,0.57
971,top_model_weights_with_3d_2,bear,0.675
972,top_model_weights_with_3d_2,bear,0.65
973,top_model_weights_with_3d_2,bear,0.62
974,top_model_weights_with_3d_2,bear,0.635
975,top_model_weights_with_3d_2,bear,0.71
976,top_model_weights_with_3d_2,bear,0.665
977,top_model_weights_with_3d_2,bear,0.605
978,top_model_weights_with_3d_2,bear,0.625
979,top_model_weights_with_3d_2,bear,0.64
980,top_model_weights_with_3d_2,bear,0.66
981,top_model_weights_with_3d_2,bear,0.615
982,top_model_weights_with_3d_2,bear,0.645
983,top_model_weights_with_3d_2,bear,0.695
984,top_model_weights_with_3d_2,bear,0.645
985,top_model_weights_with_3d_2,bear,0.675
986,top_model_weights_with_3d_2,bear,0.66
987,top_model_weights_with_3d_2,bear,0.64
988,top_model_weights_with_3d_2,bear,0.68
989,top_model_weights_with_3d_2,bear,0.67
990,top_model_weights_with_3d_2,bear,0.7
991,top_model_weights_with_3d_2,bear,0.65
992,top_model_weights_with_3d_2,bear,0.63
993,top_model_weights_with_3d_2,bear,0.66
994,top_model_weights_with_3d_2,bear,0.69
995,top_model_weights_with_3d_2,bear,0.64
996,top_model_weights_with_3d_2,bear,0.675
997,top_model_weights_with_3d_2,bear,0.635
998,top_model_weights_with_3d_2,bear,0.635
999,top_model_weights_with_3d_2,bear,0.675
